time(ms),HR(bpm),ECG SQI,QRS Width(ms),QRS Amplitude(mV),PPG Vital Time(ns),PR(bpm),SpO2(%),SpO2 Ratio,Pulse Amplitude,Pulse Baseline,PI(%),PPG SQI,RR(rpm),RR SQI,RR Channel,Accl X(g),Accl Y(g),Accl Z(g),PAT(ms),Central Temp(°C),Peripheral Temp(°C),Cough Index,Talk Index,Swallow Index,Snore Index,Activity Index,Sleep Index,Posture,Scratch Index,SCG HR (bpm),SCG SQI
10000,59.3,0.7335205078125,61.5234375,0.23827552795410156,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,-1.0,-0.02722637541592121,-0.5290480256080627,0.8462876677513123,0,32.83203125,33.93359375,-1.0,-1.0,-1.0,-1.0,0.003734562313184142,-1.0,2.0,-1.0,-1.0,-1.0
11000,64.0,0.7386071085929871,60.05859375,0.23322105407714844,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,-1.0,-0.027237802743911743,-0.5320008397102356,0.8460532426834106,0,32.83203125,33.98046875,-1.0,-1.0,-1.0,-1.0,0.003734562313184142,-1.0,2.0,-1.0,-1.0,-1.0
12000,65.8,0.7518713474273682,57.6171875,0.23118655383586884,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,0.0,-1.0,-0.024865493178367615,-0.5279103517532349,0.8478727340698242,0,32.83203125,33.98046875,-1.0,-1.0,-1.0,-1.0,0.003734562313184142,-1.0,2.0,-1.0,-1.0,-1.0
13000,66.0,0.7445793151855469,57.12890625,0.22907257080078125,4182505352,61.4,98.9,0.5409497618675232,581.6798706054688,7888.79833984375,7.3739447593688965,0.8691124320030212,-2.0,0.0,-1.0,-0.01607806794345379,-0.5069932341575623,0.861083984375,0,32.83203125,33.98046875,-1.0,-1.0,-1.0,-1.0,0.003734562313184142,-1.0,2.0,-1.0,-1.0,-1.0
14000,64.9,0.7374423742294312,58.0078125,0.2311229705810547,4628357552,64.0,98.9,0.5389418005943298,553.2757568359375,7873.93798828125,7.025036811828613,0.8989382386207581,-2.0,0.0,-1.0,-0.015399284660816193,-0.4956285059452057,0.8675560355186462,0,32.83203125,33.98046875,-1.0,-1.0,-1.0,-1.0,0.003734562313184142,-1.0,2.0,-1.0,-1.0,-1.0
15000,62.9,0.7428666353225708,58.59375,0.23096084594726562,5063263824,66.1,99.0,0.5382585525512695,502.537841796875,7855.525390625,6.371106147766113,0.9023076295852661,-2.0,0.0,-1.0,-0.013775165192782879,-0.49062874913215637,0.8669480681419373,0,32.83203125,33.97265625,-1.0,-1.0,-1.0,-1.0,0.003734562313184142,-1.0,2.0,-1.0,-1.0,-1.0
16000,63.1,0.731139600276947,55.078125,0.22787094116210938,5501823031,66.4,99.0,0.538092851638794,523.00927734375,7842.44140625,6.670762062072754,0.8887424468994141,-2.0,0.0,-1.0,-0.027296800166368484,-0.5047701597213745,0.8635464906692505,0,32.83203125,33.97265625,-1.0,-1.0,-1.0,-1.0,0.003734562313184142,-1.0,2.0,-1.0,-1.0,-1.0
17000,65.1,0.7336412668228149,52.734375,0.2273845672607422,5958114012,64.4,98.9,0.5390057563781738,551.8610229492188,7855.234375,7.0116753578186035,0.899149477481842,-2.0,0.0,-1.0,-0.030531397089362144,-0.5156042575836182,0.8546557426452637,0,32.8359375,33.97265625,-1.0,-1.0,-1.0,-1.0,0.003734562313184142,-1.0,2.0,-1.0,-1.0,-1.0
18000,65.6,0.7301268577575684,52.734375,0.22187232971191406,6426465127,63.2,98.9,0.5392997860908508,570.7630615234375,7863.3662109375,7.249251365661621,0.9091981649398804,-2.0,0.0,-1.0,-0.03075937181711197,-0.5228928923606873,0.8539944887161255,96,32.8359375,33.97265625,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
19000,65.6,0.7301268577575684,52.734375,0.22187232971191406,6903721125,62.4,98.9,0.5391784906387329,581.5682373046875,7875.31396484375,7.36830997467041,0.9139202833175659,-2.0,0.0,-1.0,-0.028740515932440758,-0.5267052054405212,0.8518723845481873,95,32.8359375,33.9921875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
20000,65.3,0.7265808582305908,53.3203125,0.21752357482910156,7851921550,62.7,99.0,0.5388103723526001,569.841796875,7889.26025390625,7.198047637939453,0.8991782069206238,-2.0,0.0,-1.0,-0.02604704163968563,-0.514957070350647,0.8557451367378235,83,32.8359375,33.9921875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
21000,62.6,0.735567569732666,56.25,0.2219867706298828,8780138429,64.6,99.0,0.538316011428833,545.52197265625,7897.2412109375,6.911994934082031,0.9096751809120178,-2.0,0.0,-1.0,-0.02248910814523697,-0.49811261892318726,0.8637437224388123,71,32.8359375,33.9921875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
22000,62.4,0.741058349609375,56.25,0.2219867706298828,9699667248,65.6,99.0,0.5373575091362,540.052734375,7901.5244140625,6.833436489105225,0.9197701215744019,-2.0,0.0,-1.0,-0.02250700257718563,-0.4968307912349701,0.8672680854797363,67,32.8359375,33.9921875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
23000,62.1,0.7421902418136597,56.25,0.21846771240234375,11550023611,64.2,99.1,0.5351843237876892,560.9151000976562,7917.9638671875,7.088588714599609,0.8957233428955078,-2.0,0.0,-1.0,-0.021409254521131516,-0.4972933232784271,0.868666410446167,70,32.8359375,34.0078125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
24000,61.8,0.7421902418136597,56.25,0.217437744140625,12496490324,62.8,99.1,0.5345240235328674,577.7127685546875,7934.23291015625,7.286900997161865,0.9101460576057434,-2.0,0.0,-1.0,-0.029641957953572273,-0.50909423828125,0.8597811460494995,88,32.8359375,34.0078125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
25000,63.5,0.7421902418136597,58.0078125,0.21862030029296875,13449035581,62.5,99.1,0.5333280563354492,578.8943481445312,7950.75927734375,7.292881965637207,0.9123753309249878,-2.0,0.0,-1.0,-0.03354860842227936,-0.522942304611206,0.851325273513794,90,32.83203125,34.0078125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
26000,63.4,0.7446516156196594,58.0078125,0.22316932678222656,14405923535,62.2,99.1,0.5321151614189148,580.9392700195312,7965.6630859375,7.2972412109375,0.9088602066040039,-2.0,0.0,-1.0,-0.03115610033273697,-0.5240384340286255,0.8497854471206665,91,32.83203125,34.0078125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
27000,63.4,0.744183361530304,58.0078125,0.22316932678222656,15366292313,61.9,99.1,0.5321027636528015,581.4634399414062,7977.7236328125,7.28439998626709,0.8922865390777588,-2.0,0.0,-1.0,-0.030188217759132385,-0.5272954106330872,0.8497913479804993,77,32.83203125,34.015625,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
28000,63.4,0.7447017431259155,59.1796875,0.22552490234375,16316236566,63.0,99.2,0.531271755695343,568.9559326171875,7969.0283203125,7.1349687576293945,0.9008427858352661,-2.0,0.0,-1.0,-0.02570846863090992,-0.5137893557548523,0.8602110743522644,71,32.83203125,34.015625,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
29000,63.0,0.7447017431259155,58.59375,0.22688865661621094,17263574454,63.4,99.2,0.530867874622345,568.9559326171875,7958.24365234375,7.1349687576293945,0.9102420806884766,-2.0,0.0,-1.0,-0.01816265471279621,-0.5071223378181458,0.8599266409873962,68,32.8515625,34.015625,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
30000,63.1,0.749740481376648,58.59375,0.22688865661621094,18212646340,63.4,99.2,0.5309690237045288,568.9559326171875,7953.06494140625,7.137646675109863,0.9102723598480225,-2.0,0.0,-1.0,-0.017469873651862144,-0.5054309964179993,0.8650385737419128,67,32.8515625,34.015625,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
31000,63.1,0.7606772184371948,58.59375,0.2259063720703125,19163452143,63.1,99.2,0.5310192108154297,573.9799194335938,7949.46484375,7.23348331451416,0.9072241187095642,-2.0,0.0,-1.0,-0.020132211968302727,-0.5002723336219788,0.8633140921592712,70,32.8515625,34.01953125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
32000,63.1,0.7606772184371948,58.59375,0.2259063720703125,20118601740,62.5,99.2,0.5318587422370911,586.6277465820312,7918.3154296875,7.429737091064453,0.9152859449386597,-2.0,0.0,-1.0,-0.028155986219644547,-0.5099205374717712,0.858811616897583,70,32.8515625,34.01953125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
33000,64.9,0.7655494809150696,55.6640625,0.22820472717285156,21072887418,62.9,99.2,0.5313379168510437,586.6277465820312,7868.9873046875,7.429737091064453,0.9156031012535095,-2.0,0.0,-1.0,-0.03229565918445587,-0.5204917192459106,0.8521751761436462,76,32.84375,34.01953125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
34000,64.7,0.7676515579223633,55.078125,0.22680282592773438,22025440220,62.9,99.2,0.5313879251480103,586.6277465820312,7817.36083984375,7.429737091064453,0.9152748584747314,-2.0,0.0,-1.0,-0.028594970703125,-0.5231276154518127,0.8520085215568542,84,32.84375,34.01953125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
35000,64.8,0.7682017087936401,55.6640625,0.2239513397216797,22977126854,62.8,99.2,0.5315746665000916,587.4102172851562,7791.171875,7.481915473937988,0.9006644487380981,-2.0,0.0,-1.0,-0.02722637541592121,-0.5192918181419373,0.8508253693580627,77,32.84375,34.03125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
36000,64.0,0.7682017087936401,56.25,0.2239513397216797,23914038278,64.4,99.2,0.5309973955154419,567.0171508789062,7767.33837890625,7.282512664794922,0.9124415516853333,-2.0,0.0,-1.0,-0.019745448604226112,-0.5109402537345886,0.8643084764480591,72,32.84375,34.03125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
37000,63.2,0.7682017087936401,56.8359375,0.2241039276123047,24846603171,64.9,99.2,0.5313384532928467,570.4530029296875,7748.9921875,7.368760108947754,0.9216746091842651,-2.0,0.0,-1.0,-0.01854999177157879,-0.5040048360824585,0.8605018258094788,61,32.85546875,34.03125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
38000,63.2,0.7617429494857788,57.421875,0.22699356079101562,25780035958,64.9,99.2,0.5313637256622314,570.4530029296875,7736.46875,7.368760108947754,0.9167839884757996,-2.0,0.0,-1.0,-0.014967698603868484,-0.4992300271987915,0.8678095936775208,61,32.85546875,34.03125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
39000,63.0,0.7580591440200806,57.421875,0.2269458770751953,27665151622,63.8,99.1,0.5323566198348999,589.3214721679688,7707.3056640625,7.653659820556641,0.9183099269866943,-2.0,0.0,-1.0,-0.026611328125,-0.5135427713394165,0.8578138947486877,68,32.85546875,34.046875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
40000,63.0,0.7601200938224792,57.421875,0.22609710693359375,28614218999,63.6,99.1,0.5323566198348999,593.2550659179688,7695.27587890625,7.700604438781738,0.9183835983276367,-2.0,0.0,-1.0,-0.027538593858480453,-0.5198927521705627,0.8535203337669373,74,32.85546875,34.046875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
41000,64.5,0.7601200938224792,55.6640625,0.23014068603515625,29565883083,63.2,99.1,0.5331981778144836,593.510986328125,7694.7265625,7.700604438781738,0.9194081425666809,-2.0,0.0,-1.0,-0.026182930916547775,-0.5253284573554993,0.8502911329269409,78,32.85546875,34.046875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
42000,64.8,0.7601200938224792,55.6640625,0.23014068603515625,30517539612,63.4,99.1,0.5339198708534241,594.8297729492188,7694.7265625,7.7165045738220215,0.904327392578125,-2.0,0.0,-1.0,-0.02597280591726303,-0.5254892110824585,0.8487290740013123,77,32.85546875,34.046875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
43000,65.0,0.7647293210029602,55.078125,0.23067474365234375,31456154404,64.6,99.1,0.5339198708534241,575.6155395507812,7694.7265625,7.48336124420166,0.912063717842102,-2.0,0.0,-1.0,-0.01938100904226303,-0.511033296585083,0.859605073928833,72,32.85546875,34.05078125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
44000,65.0,0.7746144533157349,55.6640625,0.2310943603515625,32389549935,65.3,99.1,0.5342893600463867,575.2337036132812,7686.93505859375,7.48336124420166,0.9172570705413818,-2.0,0.0,-1.0,-0.01632978394627571,-0.4995877146720886,0.8628067970275879,69,32.85546875,34.05078125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
45000,63.9,0.7965298295021057,58.0078125,0.23954391479492188,33320334667,65.3,99.1,0.5345816612243652,575.2337036132812,7675.62744140625,7.4888763427734375,0.9191340208053589,-2.0,0.0,-1.0,-0.011343149468302727,-0.4982229471206665,0.863145112991333,67,32.85546875,34.05078125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
46000,63.8,0.797974169254303,58.0078125,0.23713111877441406,34252857584,65.3,99.1,0.5345816612243652,575.4838256835938,7674.2880859375,7.50930643081665,0.9083611965179443,-2.0,0.0,-1.0,-0.01814010925590992,-0.5040720701217651,0.8653034567832947,68,32.85546875,34.05078125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
47000,63.9,0.7995569109916687,58.0078125,0.23410797119140625,35192333244,64.3,99.1,0.5345816612243652,588.4667358398438,7678.2177734375,7.67452335357666,0.9088784456253052,-2.0,0.0,-1.0,-0.026459315791726112,-0.5157769918441772,0.857048749923706,81,32.85546875,34.0703125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
48000,65.5,0.7995569109916687,55.6640625,0.23632049560546875,36138762516,63.5,99.1,0.5345318913459778,598.7534790039062,7685.0908203125,7.7979326248168945,0.9198626279830933,-2.0,0.0,-1.0,-0.027447041124105453,-0.522291898727417,0.851104736328125,84,32.85546875,34.0703125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
49000,66.2,0.7978225350379944,55.6640625,0.23395538330078125,37085196895,63.5,99.1,0.5342919230461121,593.9627075195312,7687.93359375,7.754206657409668,0.9241728186607361,-2.0,0.0,-1.0,-0.028479943051934242,-0.5289212465286255,0.8581660389900208,82,32.86328125,34.0703125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
50000,66.4,0.7867463827133179,55.6640625,0.22994041442871094,38025552980,63.6,99.1,0.5345993041992188,585.6805419921875,7684.63427734375,7.6315813064575195,0.9124119877815247,-2.0,0.0,-1.0,-0.023932691663503647,-0.5193193554878235,0.8546603322029114,68,32.86328125,34.0703125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
51000,66.4,0.7784198522567749,57.421875,0.22994041442871094,38950267641,64.8,99.1,0.5334880948066711,562.9986572265625,7677.76806640625,7.338995456695557,0.9184590578079224,-2.0,0.0,-1.0,-0.021737905219197273,-0.5070894956588745,0.8597201108932495,63,32.86328125,34.08984375,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
52000,64.9,0.7719076871871948,58.59375,0.23281097412109375,39866291414,66.0,99.1,0.5330122113227844,557.0594482421875,7663.5673828125,7.275793552398682,0.9272521138191223,-2.0,0.0,-1.0,-0.02065805345773697,-0.5117750763893127,0.8654362559318542,64,32.86328125,34.08984375,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
53000,64.3,0.7679250836372375,58.59375,0.2328014373779297,41690517210,66.0,99.2,0.531886875629425,558.1233520507812,7635.5771484375,7.317176818847656,0.91145920753479,-2.0,0.0,-1.0,-0.022416334599256516,-0.5092961192131042,0.8573702573776245,68,32.8671875,34.08984375,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
54000,64.2,0.7673147916793823,58.59375,0.2297496795654297,42615231958,64.4,99.1,0.5326054692268372,579.7861938476562,7636.8369140625,7.589332580566406,0.91623854637146,-2.0,0.0,-1.0,-0.029950987547636032,-0.5190153121948242,0.8532046675682068,71,32.8671875,34.08984375,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
55000,64.9,0.7673147916793823,55.078125,0.2301502227783203,43547768553,64.0,99.1,0.5330159664154053,584.3341064453125,7639.65771484375,7.646694183349609,0.9194254279136658,-2.0,0.0,-1.0,-0.027634840458631516,-0.5242262482643127,0.8528465628623962,72,32.8671875,34.078125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
56000,64.6,0.7762452960014343,56.25,0.23039817810058594,44487257880,63.8,99.1,0.5338748693466187,584.3341064453125,7646.13525390625,7.646694183349609,0.919177770614624,-2.0,0.0,-1.0,-0.02670522779226303,-0.5312594175338745,0.8463087677955627,73,32.8671875,34.078125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
57000,64.6,0.7821153998374939,57.421875,0.2313709259033203,45431092670,63.6,99.1,0.5345892906188965,584.2461547851562,7646.89990234375,7.635711669921875,0.9039368033409119,-2.0,0.0,-1.0,-0.026445496827363968,-0.5326135158538818,0.8460325002670288,72,32.86328125,34.078125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
58000,64.6,0.7869150042533875,58.0078125,0.2329730987548828,46367103099,64.4,99.1,0.5345892906188965,571.7801513671875,7644.41943359375,7.48284387588501,0.9134424924850464,-2.0,0.0,-1.0,-0.02279193513095379,-0.5224539041519165,0.8574265837669373,69,32.86328125,34.078125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
59000,64.0,0.7869150042533875,58.59375,0.2353382110595703,47302239851,64.7,99.0,0.5356465578079224,575.227783203125,7632.7802734375,7.539083957672119,0.9218243360519409,-2.0,0.0,-1.0,-0.020223764702677727,-0.5136624574661255,0.8573843240737915,67,32.86328125,34.1171875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
60000,64.2,0.7915875315666199,59.1796875,0.23578643798828125,48239979417,64.4,99.0,0.5363085865974426,575.227783203125,7617.38818359375,7.543665885925293,0.9189397096633911,-2.0,0.0,-1.0,-0.02543899230659008,-0.5119145512580872,0.8564936518669128,70,32.86328125,34.1171875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
61000,65.1,0.8011349439620972,59.1796875,0.2335643768310547,49181190966,64.4,99.0,0.5363085865974426,576.4632568359375,7615.1337890625,7.5777587890625,0.9143036603927612,-2.0,0.0,-1.0,-0.02871469408273697,-0.5186110138893127,0.8546330332756042,71,32.88671875,34.1171875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
62000,65.1,0.8027347326278687,58.0078125,0.2335643768310547,51075767141,64.1,99.0,0.5364386439323425,583.4334106445312,7592.6220703125,7.717190742492676,0.9335961937904358,-2.0,0.0,-1.0,-0.0277099609375,-0.5285362601280212,0.8491586446762085,81,32.88671875,34.1171875,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
63000,67.0,0.7956806421279907,58.0078125,0.23828506469726562,52013487994,65.1,99.0,0.5359530448913574,575.9984130859375,7561.2236328125,7.674124240875244,0.9328136444091797,-2.0,0.0,-1.0,-0.026397129520773888,-0.5303862690925598,0.8482873439788818,80,32.88671875,34.125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
64000,67.5,0.7955654859542847,58.0078125,0.2399158477783203,52941643921,65.1,99.0,0.5362316370010376,573.5863037109375,7532.23681640625,7.628663063049316,0.9209399819374084,-2.0,0.0,-1.0,-0.028411865234375,-0.533585786819458,0.8509263396263123,80,32.88671875,34.125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
65000,67.8,0.7912371754646301,57.421875,0.23903846740722656,53851544432,66.1,99.1,0.5354344248771667,560.9086303710938,7505.5205078125,7.43118953704834,0.9280971884727478,-2.0,0.0,2.0,-0.024219218641519547,-0.521803617477417,0.8528512716293335,67,32.87109375,34.125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
66000,66.8,0.7858268022537231,58.0078125,0.24191856384277344,54750148144,66.8,99.1,0.5345450043678284,559.413818359375,7490.3955078125,7.43118953704834,0.9311807155609131,-2.0,0.0,2.0,-0.018709002062678337,-0.5040421485900879,0.8615538477897644,67,32.87109375,34.125,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
67000,66.3,0.7886937856674194,58.0078125,0.2414417266845703,55641803700,67.1,99.1,0.5345450043678284,555.775634765625,7477.26416015625,7.418426513671875,0.9274336695671082,7.654567718505859,0.793432891368866,2.0,-0.01962514966726303,-0.5070894956588745,0.8551917672157288,68,32.87109375,34.12890625,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
68000,66.2,0.784965991973877,58.0078125,0.23792266845703125,56532594628,67.5,99.1,0.533968448638916,556.7462158203125,7471.60693359375,7.456846714019775,0.921468198299408,7.654567718505859,0.793432891368866,2.0,-0.025705190375447273,-0.5183011293411255,0.8571800589561462,69,32.87109375,34.12890625,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
69000,65.9,0.781906247138977,58.0078125,0.2370452880859375,57431211790,66.4,99.1,0.5349951386451721,569.0770263671875,7475.20703125,7.6202263832092285,0.925955057144165,7.654567718505859,0.793432891368866,2.0,-0.02773529663681984,-0.524407148361206,0.849358320236206,80,32.87890625,34.12890625,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
70000,67.6,0.7748960852622986,57.421875,0.23886680603027344,58334179082,65.9,99.1,0.5349650382995605,572.8946533203125,7480.8642578125,7.67022705078125,0.9292337894439697,7.654567718505859,0.793432891368866,2.0,-0.027146559208631516,-0.531235933303833,0.8472102284431458,83,32.87890625,34.12890625,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
71000,67.6,0.7824081182479858,57.421875,0.2376556396484375,60151417909,65.7,99.0,0.5366588830947876,576.9595336914062,7504.33349609375,7.675418853759766,0.9130449295043945,7.654567718505859,0.793432891368866,2.0,-0.02759023755788803,-0.532989501953125,0.8468393087387085,84,32.87890625,34.140625,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
72000,67.9,0.7824081182479858,58.0078125,0.23540496826171875,60151417909,65.7,99.0,0.5366588830947876,576.9595336914062,7504.33349609375,7.675418853759766,0.9130449295043945,7.654567718505859,0.793432891368866,2.0,-0.027148906141519547,-0.5326443910598755,0.84619140625,73,32.87890625,34.140625,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0,-1.0,-1.0,-1.0
